# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
6285 27.02.01 αὐτῷ αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6286 27.02.01 καὶ καί καί καί καί C- D- C- C- Y
6287 27.02.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6288 27.02.01 Φιλελλήνων φιλέλλην Φιλελλῆνος Φιλέλληνες φιλέλληνας N- N- N- N- N
6289 27.02.01 λόχος· λόχος λόχος λόχος λόχος N- N- N- N- Y
6290 27.02.01 πάντες πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
6291 27.02.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6292 27.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6293 27.02.01 Φιλέλληνες φιλέλλην Φιλέλληνες Φιλέλλην φιλέλλην N- N- N- N- N
6294 27.02.01 ξυνηθροίσθησαν συναθροίζω ξυνηθροίσθησαν συνεθροίζω συναθροίζω V- V- V- V- N
6295 27.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6296 27.02.01 ἕνα ἕνος εἷς εἷς εἷς A- A- N- A- N
6297 27.02.01 λόχον, λόχος λόχος λόχος λόχος N- N- N- N- Y
6298 27.02.01 ἐστρατήγει στρατηγέω στρατηγέω στρατηγέω στρατηγέω V- V- V- V- Y
6299 27.02.01 δ’ δέ δ ός δέ X- V- A- C- N
6300 27.02.01 αὐτῶν αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6301 27.02.01 Δανίας - Δανία Δανίας Δανία -- N- N- N- N
6302 27.02.01 τις τις τὶς τις τις RI A- RP RP N
6303 27.02.01 Ἰταλὸς Ἰταλός Ἰταλός Ἰταλός Ἰταλός A- N- N- A- Y
6304 27.02.01 γένος· γένος γένος γένος γένος N- N- N- N- Y
6305 27.02.01 ἀφικόμενος ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι V- V- V- V- Y
6306 27.02.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
6307 27.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6308 27.02.01 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6309 27.02.01 Μεσολόγγιον - Μεσολόγγιον Μεσολόγγιος Μεσολόγγιον -- N- N- N- N
6310 27.02.01 ξυνέπρασσε συμπράσσω ξυνέπρασσω συσπράσσω συμπράσσω V- N- V- V- N
6311 27.02.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6312 27.02.01 ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ D- D- D- D- Y
6313 27.02.01 ἡγεμόσιν ἡγεμών ἡγεμών ἡγεμών ἡγεμών N- N- N- N- Y
6314 27.02.01 ὅπως ὅπως ὅπως ὅπως ὅπως C- C- C- C- Y
6315 27.02.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6316 27.02.01 Σουλιώτας - Σουλιώτης Σουλιώτης Σουλιώτης -- N- N- N- Y
6317 27.02.01 σῴζοι. σώζω σῴζω σώζω σῴζω V- V- V- V- N
6318 27.02.02 τῶν ὁ ὁ ὁ ὁ RA RP RA RA Y
6319 27.02.02 δ’ δέ δ ός δέ X- P- A- C- N
6320 27.02.02 ἡγεμόνων ἡγεμών ἡγεμών ἡγεμών ἡγεμών N- N- N- N- Y
6321 27.02.02 δυνατώτατος δυνατός δυνατός δύνατος δυνατός A- A- A- A- N
6322 27.02.02 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
6323 27.02.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6324 27.02.02 Γώγος, - Γώγος Γῶγος Γώγος -- N- N- N- N
6325 27.02.02 ὃς ὅς ὅς ὅς ὅς RR RP RP RP Y
6326 27.02.02 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
6327 27.02.02 ἑβδομήκοντα ἑβδομήκοντα ἑβδομήκοντα ἑβδομήκοντα ἑβδομήκοντα A- A- A- A- Y
6328 27.02.02 ἔτη ἔτης ἔτος ἔτος ἔτος N- N- N- N- N
6329 27.02.02 γεγονὼς γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
6330 27.02.02 καὶ καί καί καί καί C- C- C- C- Y
6331 27.02.02 κλέπτης κλέπτης κλέπτης κλέπτης κλέπτης N- N- N- N- Y
6332 27.02.02 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6333 27.02.02 πρὶν πρίν πρίν πρίν πρίν D- D- C- C- Y
6334 27.02.02 γενόμενος γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
6335 27.02.02 πιθανώτατος πιθανός πιθανός πιθανός πιθανός A- A- A- A- Y
6336 27.02.02 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
6337 27.02.02 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6338 27.02.02 ἐπιχωρίοις. ἐπιχώριος ἐπιχώριος ἐπιχώριος ἐπιχώριος A- V- A- A- Y
6339 27.02.03 οὗτος οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
6340 27.02.03 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6341 27.02.03 φοβούμενος φοβέω φοβέω φοβέω φοβέω V- V- V- V- Y
6342 27.02.03 μὴ μή μή μή μή C- D- D- D- Y
6343 27.02.03 ἀσθενεστέραν ἀσθενής ἀσθενεστέρα ἀσθενής ἀσθενής A- V- A- A- N
6344 27.02.03 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6345 27.02.03 δύναμιν δύναμις δύναμις δύναμις δύναμις N- N- N- N- Y
6346 27.02.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6347 27.02.03 κλέπται κλέπτης κλέπτης κλέπτω κλέπτης N- N- V- N- N
6348 27.02.03 ἔχοιεν, ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
6349 27.02.03 εἰ εἰ εἰ εἰ εἰ C- C- C- C- Y
6350 27.02.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6351 27.02.03 μετὰ μετά μετά μετά μετά P- P- P- P- Y
6352 27.02.03 Μαυροκορδάτου - Μαυροκορδάτος Μαυροκόρδατος Μαυροκορδάτου -- N- N- N- N
6353 27.02.03 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
6354 27.02.03 πράγματα πρᾶγμα πρᾶγμα πρᾶγμα πρᾶγμα N- N- N- N- Y
6355 27.02.03 καθέξουσι, κατέχω καθέξω κατέχω κατέχω V- V- V- V- N
6356 27.02.03 προδότης προδότης προδότης προδότης προδότης N- N- N- N- Y
6357 27.02.03 ἐγένετο γίγνομαι γίγνομαι γίγνομαι γίνομαι V- V- V- V- N
6358 27.02.03 καὶ καί καί καί καί C- C- C- C- Y
6359 27.02.03 πάντα πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
6360 27.02.03 ἃ ὁ ὅς ὅς ὅς RA RR RP RP N
6361 27.02.03 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6362 27.02.03 νῷ ἐγώ νόος νόος νόος RP N- N- N- N
6363 27.02.03 εἶχον ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
6364 27.02.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6365 27.02.03 Ἕλληνες Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
6366 27.02.03 λάθρᾳ λάθρῃ λάθρῃ λάθρῃ λάθρῃ D- D- D- D- Y
6367 27.02.03 παρήγγελλε παραγγέλλω παρήγγελλε παραγγέλλω παραγγέλλω V- V- V- V- N
6368 27.02.03 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6369 27.02.03 Τούρκοις. Τοῦρκοι Τούρκοις Τόρκος Τοῦρκος N- A- N- N- N
6370 27.02.04 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6371 27.02.04 δὲ δέ δέ δέ δέ X- D- D- C- Y
6372 27.02.04 στρατόπεδον στρατόπεδον στρατόπεδον στρατόπεδον στρατόπεδον N- N- N- N- Y
6373 27.02.04 κατέλαβον καταλαμβάνω καταλαμβάνω καταλαμβάνω καταλαμβάνω V- V- V- V- Y
6374 27.02.04 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6375 27.02.04 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
6376 27.02.04 Ἄρτῃ αρτας,-αν-ιαπψγιαν-πρινξε Ἄρτῃ Ἄρτης Άρτη N- N- N- N- N
6377 27.02.04 ὅπως ὅπως ὅπως ὅπως ὅπως C- C- C- C- Y
6378 27.02.04 κωλύοιεν κωλύω κωλύω κωλύω κωλύω V- V- V- V- Y
6379 27.02.04 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6380 27.02.04 πολεμίους πολέμιος πολέμιος πολέμιος πολέμιος A- A- A- A- Y
6381 27.02.04 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6382 27.02.04 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6383 27.02.04 Κιάφαν - Κιάφας Κιάφα Κιάφας -- N- N- N- N
6384 27.02.04 προβαίνειν· προβαίνω προβαίνω προβαίνω προβαίνω V- V- V- V- Y
6385 27.02.04 στρατεύσαντες στρατεύω στρατεύω στρατεύω στρατεύω V- V- V- V- Y
6386 27.02.04 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6387 27.02.04 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6388 27.02.04 Ἕλληνες Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
6389 27.02.04 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6390 27.02.04 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6391 27.02.04 Πέτα πέτομαι Πέτας Πέτης Πέτα V- D- N- N- N
6392 27.02.04 (ἀπέχει ἀπέχω ἀπέχω ἀποχέω ἀπέχω V- V- V- V- N
6393 27.02.04 δὲ δέ δέ δέ δέ X- D- C- C- Y
6394 27.02.04 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6395 27.02.04 χωρίον χωρέω χωρίον χωρίον χωρίον V- N- N- N- N
6396 27.02.04 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
6397 27.02.04 Ἄρτης ἀρτάω Ἄρτη Ἄρτης Άρτης V- N- N- N- N
6398 27.02.04 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
6399 27.02.04 εἴκοσι εἴκοσι εἴκοσι εἴκοσι εἴκοσι A- A- A- A- Y
6400 27.02.04 δυοῖν δύο δύο δύο δύο A- A- A- A- Y
6401 27.02.04 δέοντα δέον δέω δέω δέω N- V- V- V- N
6402 27.02.04 στάδια) στάδιον στάδιον στάδια στάδιον N- N- N- N- N
6403 27.02.04 ἐστρατοπεδεύσαντο στρατοπεδεύω στρατοπεδεύω στρατοπεδεύω στρατοπεδεύω V- V- V- V- Y
6404 27.02.04 καὶ καί καί καί καί C- D- C- C- Y
6405 27.02.04 αὐτοί, αὐτός αὐτός αὐτός αὐτός RP A- RP RP Y
6406 27.02.04 ἐστρατήγει στρατηγέω στρατηγέω στρατηγέω στρατηγέω V- V- V- V- Y
6407 27.02.04 δ’ δέ δ ζ δέ X- P- N- C- N
6408 27.02.04 αὐτῶν αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6409 27.02.04 Νορμάννος - Νορμάννος Νορμάννος Νορμάννος -- N- N- N- Y
6410 27.02.04 Ἀγγλικός - Ἀγγλικός ἄγγλιξ αγγλικός -- A- N- A- N
6411 27.02.04 τις τις τὶς τις τις RI A- RP RP N
6412 27.02.04 γένος· γένος γένος γένος γένος N- N- N- N- Y
6413 27.02.04 ἐλείφθη λείπω λείπω λείβω λείπω V- V- V- V- N
6414 27.02.04 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6415 27.02.04 ἐπὶ ἐπί ἐπί ἐπί ἐπί P- P- P- P- Y
6416 27.02.04 Λακγάδῃ - Λακγάδης Λακγάδης Λαγκάδης -- N- N- N- N
6417 27.02.04 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6418 27.02.04 Μαυροκορδάτος - Μαυροκορδάτος Μαυροκορδής Μαυροκορδάτος -- N- N- N- N
6419 27.02.04 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6420 27.02.04 ἐλάσσονι ἐλάσσων ἐλάσσων ἐλάσσων μικρός A- A- A- A- N
6421 27.02.04 στρατοπέδῳ. στρατόπεδον στρατόπεδον στρατόπεδον στρατόπεδον N- N- N- N- Y
6422 28.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6423 28.01.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
6424 28.01.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6425 28.01.01 Ἕλληνες, Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
6426 28.01.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
6427 28.01.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- D- D- C- Y
6428 28.01.01 μηχαναὶ μηχανή μηχανή μηχανή μηχανή N- N- N- N- Y
6429 28.01.01 ὑπῆρχον ὑπάρχω ὑπάρχω ὑπάρχω ὑπάρχω V- V- V- V- Y
6430 28.01.01 αὐτοῖς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6431 28.01.01 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
6432 28.01.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6433 28.01.01 Ἄρταν ἀρτάω Ἄρτα ἄρτα ἀρτάω V- N- N- N- N
6434 28.01.01 πολιορκεῖν πολιορκέω πολιορκέω πολιορκέω πολιορκέω V- V- V- V- Y
6435 28.01.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- C- C- C- Y
6436 28.01.01 δυνατοὶ δυνατός δυνατός δυνατός δυνατός A- A- A- A- Y
6437 28.01.01 ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
6438 28.01.01 βίᾳ βία βία βία βία N- N- N- N- Y
6439 28.01.01 διελθεῖν διέρχομαι διέρχομαι διέρχομαι διέρχομαι V- V- V- V- Y
6440 28.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6441 28.01.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6442 28.01.01 Κιάφαν, - Κιάφας Κιάφα Κιάφας -- N- N- N- N
6443 28.01.01 πολλὰς πολύς πολύς πολύς πολύς A- A- A- A- Y
6444 28.01.01 ἡμέρας ἥμερος ἡμέρα ἡμέρα ἡμέρα A- N- N- N- N
6445 28.01.01 ἡσύχαζον ἡσυχάζω ἡσυχάζω ἡσυχάζω ἡσυχάζω V- V- V- V- Y
6446 28.01.01 καιρὸν καιρός καιρός καιρός καιρός N- N- N- N- Y
6447 28.01.01 σκοποῦντες· σκοπάω σκοπέω σκοπέω σκοπός V- V- V- V- N
6448 28.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6449 28.01.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
6450 28.01.01 Τοῦρκοι Τοῦρκοι Τοῦρκος Τοῦρκος Τοῦρκος N- N- N- N- N
6451 28.01.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6452 28.01.01 ὀλιγωρίᾳ ὀλιγωρία ὀλιγωρία ὀλιγωρία ὀλιγωρία N- N- N- N- Y
6453 28.01.01 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
6454 28.01.01 αὐτοὺς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6455 28.01.01 ἔχοντες ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
6456 28.01.01 διενοοῦντο διανοέομαι διενοοῦμαι διανοέω διανοέω V- V- V- V- N
6457 28.01.01 προσβολὴν προσβολή προσβολή προσβολή προσβολή N- N- N- N- Y
6458 28.01.01 ποιεῖσθαι· ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
6459 28.01.01 ἐξελθόντες ἐξέρχομαι ἐξέρχομαι ἐξέρχομαι ἐξέρχομαι V- V- V- V- Y
6460 28.01.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6461 28.01.01 πολλῷ πολύς πολύς πολύς πολύς A- A- A- A- Y
6462 28.01.01 πλήθει πλήθω πλῆθος πλῆθος πλῆθος V- N- N- N- N
6463 28.01.01 (ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
6464 28.01.01 δ’ δέ δ ζ δέ X- N- N- C- N
6465 28.01.01 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
6466 28.01.01 ὀκτακισχίλιοι) ὀκτακισχίλιοι ὀκτακισχίλιος ὀκτακισχίλιοι ὀκτακισχίλιοι A- A- A- A- N
6467 28.01.01 καὶ καί καί καί καί C- D- C- C- Y
6468 28.01.01 ἅμ’ - ἅμ ἐύς ἅμα -- C- A- D- N
6469 28.01.01 ἕῳ ἠώς ἕῳ ἑός ἠώς N- D- A- N- N
6470 28.01.01 ἀφικόμενοι ἀφικνέομαι ἀφικόμενω ἀφικνέομαι ἀφικνέομαι V- V- V- V- N
6471 28.01.01 ἐγγὺς ἐγγύς ἐγγύς ἐγγύς ἐγγύς D- P- P- D- Y
6472 28.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
6473 28.01.01 πόλεως πόλις πόλις πόλις πόλις N- N- N- N- Y
6474 28.01.01 κατέβαινον καταβαίνω καταβαίνω καταβαίνω καταβαίνω V- V- V- V- Y
6475 28.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6476 28.01.01 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6477 28.01.01 πεδίον, πεδάω πεδίον πεδίον πεδίον V- N- N- N- N
6478 28.01.01 οὐδενὸς οὐδείς οὐδείς οὐδείς οὐδείς RP A- RP RP Y
6479 28.01.01 κωλύοντος· κωλύω κωλύοντος κωλύω κωλύω V- A- V- V- N
6480 28.01.01 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6481 28.01.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
6482 28.01.01 Πέτα πέτομαι Πέτας Πέτης Πέτα V- D- N- N- N
6483 28.01.01 θέσιν θέσις θέσις θέα θέσις N- N- N- N- N
6484 28.01.01 ἔχει ἔχις ἔχω ἔχω ἔχω N- V- V- V- N
6485 28.01.01 μεταξὺ μεταξύ μεταξύ μεταξύ μεταξύ D- P- P- P- Y
6486 28.01.01 δύο δύο δύο δύο δύο A- A- A- A- Y
6487 28.01.01 λόφων λόφος λόφος λόφος λόφος N- N- N- N- Y
6488 28.01.01 οὐχ οὐ οὐ οὐ οὐ D- D- D- D- Y
6489 28.01.01 ὑψηλῶν ὑψηλός ὑψηλός ὑψηλός ὑψηλός A- A- A- A- Y
6490 28.01.01 ὄντων εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
6491 28.01.01 καὶ καί καί καί καί C- C- C- C- Y
6492 28.01.01 περιέχει περιέχω περιέχω περιέχω περιέχω V- V- V- V- Y
6493 28.01.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6494 28.01.01 λόφους λόφος λόφος λόφος λόφος N- N- N- N- Y
6495 28.01.01 πεδίον πεδάω πεδίον πεδίον πεδίον V- N- N- N- N
6496 28.01.01 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
6497 28.01.01 μέγα. μέγας μέγας μέγας μέγας A- A- A- A- Y
6498 28.02.01 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
6499 28.02.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6500 28.02.01 ᾐσθάνοντο αἰσθάνομαι ᾐσθάνοντο αἰσθάνομαι αἰσθάνομαι V- V- V- V- N
6501 28.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6502 28.02.01 Ἕλληνες Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
6503 28.02.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6504 28.02.01 πολεμίους πολέμιος πολέμιος πολέμιος πολέμιος A- A- A- A- Y
6505 28.02.01 προσχωροῦντας, προσχωρέω προσχωρέω προσχωρέω προσχωρέω V- V- V- V- Y
6506 28.02.01 παρεσκευάζοντο παρασκευάζω παρασκευάζω παρασκευάζω παρασκευάζω V- V- V- V- Y
6507 28.02.01 καὶ καί καί καί καί C- D- C- C- Y
6508 28.02.01 αὐτοὶ αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6509 28.02.01 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
6510 28.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6511 28.02.01 μάχην μάχη μάχη μάχη μάχη N- N- N- N- Y
6512 28.02.01 καὶ καί καί καί καί C- C- C- C- Y
6513 28.02.01 ἐτάσσοντο τάσσω τάσσω τάσσω τάσσω V- V- V- V- Y
6514 28.02.01 ὧδε· ὧδε ὧδε ὧδε ὧδε D- D- D- D- Y
6515 28.02.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6516 28.02.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
6517 28.02.01 Φιλελληνικὸς - Φιλελληνικός Φιλεληνικός φιλελληνικός -- N- A- A- N
6518 28.02.01 λόχος λόχος λόχος λόχος λόχος N- N- N- N- Y
6519 28.02.01 ἐπὶ ἐπί ἐπί ἐπί ἐπί P- P- P- P- Y
6520 28.02.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
6521 28.02.01 λόφου λόφος λόφος λόφος λόφος N- N- N- N- Y
6522 28.02.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
6523 28.02.01 πρὸ πρό πρό πρό πρό P- P- P- P- Y
6524 28.02.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
